,tconst,nconst,primaryName
1176,tt9431080,nm0233123,Valérie Donzelli
1177,tt14872500,nm3047533,Ekoué Labitey
1178,tt14872500,nm3703401,Hamé Bourokba
1179,tt14877816,nm1435120,Edouard Deluc
1180,tt1721478,nm1435120,Edouard Deluc
1181,tt14913250,nm5663699,Céline Devaux
1182,tt15035902,nm2603743,Fabrice Bracq
1183,tt9454778,nm2603743,Fabrice Bracq
1184,tt1509742,nm1785320,Sophie Letourneur
1185,tt2434800,nm1785320,Sophie Letourneur
1186,tt25750424,nm1785320,Sophie Letourneur
1187,tt3446862,nm1785320,Sophie Letourneur
1188,tt8076110,nm1785320,Sophie Letourneur
1189,tt1509842,nm0161797,Angelo Cianci
1190,tt15140278,nm0000095,Woody Allen
1191,tt15153138,nm1909070,Murielle Magellan
1192,tt15170560,nm2418217,Gilles Perret
1193,tt15173948,nm1272853,Julien Rappeneau
1194,tt4447076,nm1272853,Julien Rappeneau
1195,tt9767556,nm1272853,Julien Rappeneau
1196,tt15372110,nm6018107,Thibault Segouin
1197,tt15377036,nm2681729,Julien Guetta
1198,tt8212614,nm2681729,Julien Guetta
1199,tt15403712,nm2294243,Rebecca Zlotowski
1200,tt9632590,nm2294243,Rebecca Zlotowski
1201,tt1547638,nm1616394,Nabil Ben Yadir
1202,tt2832422,nm1616394,Nabil Ben Yadir
1203,tt15484716,nm2054656,Didier Barcelo
1204,tt15532248,nm0213476,Ève Deboise
1205,tt1560993,nm0501548,Arnaud Lemort
1206,tt2336259,nm0501548,Arnaud Lemort
1207,tt7942936,nm0501548,Arnaud Lemort
1208,tt1560993,nm0268543,Dominique Farrugia
1209,tt1779824,nm0268543,Dominique Farrugia
1210,tt4024546,nm0268543,Dominique Farrugia
1211,tt5969846,nm0268543,Dominique Farrugia
1212,tt15665948,nm13022574,Benoît Volnais
1213,tt15665948,nm6468622,Alice Zeniter
1214,tt15676954,nm12370292,Noémie Lefort
1215,tt15732372,nm3033662,Nicolas Pariser
1216,tt8903840,nm3033662,Nicolas Pariser
1217,tt15740736,nm2273595,Claude Zidi Jr.
1218,tt8886032,nm2273595,Claude Zidi Jr.
1219,tt1576421,nm1310034,Serge Gisquière
1220,tt1576443,nm0812380,Frédéric Sojcher
1221,tt21997718,nm0812380,Frédéric Sojcher
1222,tt1583303,nm0494504,Anne Le Ny
1223,tt3053860,nm0494504,Anne Le Ny
1224,tt6286662,nm0494504,Anne Le Ny
1225,tt15838328,nm0895752,Arnaud Viard
1226,tt3480182,nm0895752,Arnaud Viard
1227,tt1587811,nm0845386,Joël Séria
1228,tt1587877,nm1773597,Hervé Mimran
1229,tt2094898,nm1773597,Hervé Mimran
1230,tt6948326,nm1773597,Hervé Mimran
1231,tt16062876,nm3939978,Gérome Barry
1232,tt1621868,nm3849618,Thierry Paya
1233,tt16306342,nm2132763,Stéphane Cazes
1234,tt1633217,nm1492932,Rachid Hami
1235,tt1633298,nm1767857,Émilie Jouvet
1236,tt1638328,nm0067166,Frédéric Beigbeder
1237,tt1638350,nm0000365,Julie Delpy
1238,tt4085944,nm0000365,Julie Delpy
1239,tt1646974,nm1098171,Michel Leclerc
1240,tt2144176,nm1098171,Michel Leclerc
1241,tt8171974,nm1098171,Michel Leclerc
1242,tt1651084,nm0630112,Guillaume Nicloux
1243,tt3504542,nm0630112,Guillaume Nicloux
1244,tt9699640,nm0630112,Guillaume Nicloux
1245,tt1653874,nm1078935,Philippe Locquet
1246,tt1663321,nm1749112,Vincent Paronnaud
1247,tt1663321,nm2277869,Marjane Satrapi
1248,tt2459758,nm2277869,Marjane Satrapi
1249,tt1669694,nm2056306,Alexandre Coffre
1250,tt2207072,nm2056306,Alexandre Coffre
1251,tt3532850,nm2056306,Alexandre Coffre
1252,tt6465308,nm2056306,Alexandre Coffre
1253,tt1671584,nm0157345,Benoît Chieux
1254,tt1671584,nm0320868,Jacques-Rémy Girerd
1255,tt1673702,nm0271246,Jean-Loup Felicioli
1256,tt1673702,nm0300944,Alain Gagnol
1257,tt1674057,nm1416796,Stéphane Robelin
1258,tt4693612,nm1416796,Stéphane Robelin
1259,tt1688064,nm0221591,Virginie Despentes
1260,tt1692206,nm3987563,Julien Baillargeon
1261,tt1692214,nm0580101,Kad Merad
1262,tt2342207,nm0580101,Kad Merad
1263,tt4523050,nm0580101,Kad Merad
1264,tt17049058,nm0704322,Frédéric Quiring
1265,tt27128442,nm0704322,Frédéric Quiring
1266,tt6021860,nm0704322,Frédéric Quiring
1267,tt8476174,nm0704322,Frédéric Quiring
1268,tt17049070,nm5810182,Olivier Ducray
1269,tt17049070,nm3777273,Wilfried Méance
1270,tt17049104,nm2970184,François Uzan
1271,tt17049112,nm9009942,Cédric Le Gallo
1272,tt6918220,nm9009942,Cédric Le Gallo
1273,tt17049112,nm4355349,Maxime Govare
1274,tt4255626,nm4355349,Maxime Govare
1275,tt6194520,nm4355349,Maxime Govare
1276,tt6918220,nm4355349,Maxime Govare
1277,tt17058536,nm11118562,Azedine Ben
1278,tt17058536,nm3299162,Laurent Junca
1279,tt1708526,nm3183376,Rachid Dhibou
1280,tt1715356,nm1061623,Philippe Claudel
1281,tt1718801,nm1125677,Anne Depétrini
1282,tt8413714,nm1125677,Anne Depétrini
1283,tt1726889,nm0002010,Christian Clavier
1284,tt1728130,nm1135265,Olias Barco
1285,tt1729630,nm1870725,Nicolas Brossette
1286,tt1730697,nm4092503,Pascal Serieis
1287,tt1730701,nm0411236,Akim Isker
1288,tt1744826,nm0169699,Renaud Cohen
1289,tt1754455,nm2613084,Luc Vinciguerra
1290,tt3332410,nm2613084,Luc Vinciguerra
1291,tt1754455,nm0896139,Paulette Victor-Lifton
1292,tt1757912,nm1086937,Zep
1293,tt17634642,nm8301352,Mélanie Auffret
1294,tt9096148,nm8301352,Mélanie Auffret
1295,tt1773578,nm3162559,Saphia Azzeddine
1296,tt7195416,nm3162559,Saphia Azzeddine
1297,tt1782467,nm0431185,Thierry Jousse
1298,tt17977602,nm4140407,Benjamin Lehrer
1299,tt1798224,nm0299396,Sylvain Fusée
1300,tt1816518,nm2883649,Benjamin Renner
1301,tt5851904,nm2883649,Benjamin Renner
1302,tt1817191,nm0856500,Sylvie Testud
1303,tt1821362,nm0826259,Lionel Steketee
1304,tt2969776,nm0826259,Lionel Steketee
1305,tt5964278,nm0826259,Lionel Steketee
1306,tt7136896,nm0826259,Lionel Steketee
1307,tt1821362,nm2660604,Thomas Ngijol
1308,tt3499754,nm2660604,Thomas Ngijol
1309,tt7936092,nm2660604,Thomas Ngijol
1310,tt1821468,nm0675387,Jean-Luc Perréard
1311,tt1821489,nm0563175,Guy Mazarguil
1312,tt18224752,nm8609176,Gilles Legardinier
1313,tt18240922,nm2605079,Victoria Bedos
1314,tt18298524,nm0745510,Cécilia Rouaud
1315,tt1992163,nm0745510,Cécilia Rouaud
1316,tt6665904,nm0745510,Cécilia Rouaud
1317,tt18350242,nm8690141,Nafsika Guerry-Karamaounas
1318,tt1838625,nm0507913,Katia Lewkowicz
1319,tt3645154,nm0507913,Katia Lewkowicz
1320,tt9372172,nm0507913,Katia Lewkowicz
1321,tt1846612,nm0603090,Laura Morante
1322,tt1850394,nm0196860,Olivier Dahan
1323,tt18550220,nm5928382,Jean-Baptiste Durand
1324,tt1857766,nm1561230,Benjamin de Lajarte
1325,tt1885331,nm1523943,Sophie Lellouche
1326,tt1891942,nm0394756,Olivier Horlait
1327,tt1891968,nm1950061,Matthieu Donck
1328,tt1941585,nm0862312,Denis Thybaud
1329,tt1943689,nm2102972,Nolwenn Lemesle
1330,tt1946269,nm1015191,Frédéric Louf
1331,tt19516696,nm2282597,Nathanaël Guedj
1332,tt19516696,nm9970487,Adrien Piquet-Gauthier
1333,tt9861288,nm9970487,Adrien Piquet-Gauthier
1334,tt1966505,nm0711512,Gábor Rassov
1335,tt19719862,nm7832675,Lise Akoka
1336,tt19719862,nm8030726,Romane Gueret
1337,tt19733052,nm13585246,Hakim Boughéraba
1338,tt19733052,nm6102337,Ali Bougheraba
1339,tt1974287,nm0951520,Jonathan Zaccaï
1340,tt19815990,nm3308124,Cosme Castro
1341,tt19815990,nm9670522,Jeanne Frenkel
1342,tt19858178,nm0244784,Christophe Duthuron
1343,tt7654890,nm0244784,Christophe Duthuron
1344,tt2005173,nm0141132,Philippe Carrèse
1345,tt2011993,nm0157145,Malik Chibane
1346,tt5337760,nm0157145,Malik Chibane
1347,tt20227026,nm12560062,Martin Jauvat
1348,tt20249446,nm4511619,Carine May
1349,tt20249446,nm1930927,Hakim Zouhani
1350,tt20383014,nm1595014,Barbara Biancardini
1351,tt20383014,nm0430629,Karole Rocher
1352,tt7936092,nm0430629,Karole Rocher
1353,tt20424172,nm3783859,Marc David
1354,tt2062990,nm4680629,Christelle Raynal
1355,tt20673642,nm1138210,Varante Soudjian
1356,tt9680064,nm1138210,Varante Soudjian
1357,tt9811374,nm1138210,Varante Soudjian
1358,tt2070776,nm1672051,Régis Roinsard
1359,tt20766628,nm8202045,Andréa Bescond
1360,tt7502234,nm8202045,Andréa Bescond
1361,tt20766628,nm0617777,Eric Métayer
1362,tt7502234,nm0617777,Eric Métayer
1363,tt2077703,nm4710591,Marguerite Abouet
1364,tt2077703,nm3154125,Clément Oubrerie
1365,tt2081435,nm4717181,Stéphan Archinard
1366,tt4538708,nm4717181,Stéphan Archinard
1367,tt7305366,nm4717181,Stéphan Archinard
1368,tt2081435,nm4716891,François Prévôt-Leygonie
1369,tt4538708,nm4716891,François Prévôt-Leygonie
1370,tt7305366,nm4716891,François Prévôt-Leygonie
1371,tt2087850,nm0073384,Emmanuelle Bercot
1372,tt2289538,nm0073384,Emmanuelle Bercot
1373,tt2087850,nm0146991,Fred Cavayé
1374,tt5253294,nm0146991,Fred Cavayé
1375,tt7489816,nm0146991,Fred Cavayé
1376,tt2087850,nm2035216,Alexandre Courtès
1377,tt2087850,nm0241121,Jean Dujardin
1378,tt2087850,nm0500976,Gilles Lellouche
1379,tt2094872,nm0146637,Brice Cauvin
1380,tt2102364,nm0065510,Louis Becker
1381,tt2104080,nm1557889,Romain Lévy
1382,tt5976178,nm1557889,Romain Lévy
1383,tt21042306,nm0894173,Sylvie Verheyde
1384,tt2112129,nm0312315,Hugo Gélin
1385,tt5078204,nm0312315,Hugo Gélin
1386,tt8265928,nm0312315,Hugo Gélin
1387,tt2113587,nm0489344,Philippe Larue
1388,tt2119511,nm1290014,Christophe Turpin
1389,tt21249808,nm4246728,Malik Bentalha
1390,tt21249808,nm1415268,Ludovic Colbeau-Justin
1391,tt5600326,nm1415268,Ludovic Colbeau-Justin
1392,tt9908390,nm1415268,Ludovic Colbeau-Justin
1393,tt21257212,nm3838252,Jean-Marc Peyrefitte
1394,tt2129887,nm1388428,Nicolas Bary
1395,tt6194538,nm1388428,Nicolas Bary
1396,tt21309242,nm5959317,Eloïse Lang
1397,tt4466362,nm5959317,Eloïse Lang
1398,tt8098548,nm5959317,Eloïse Lang
1399,tt21348598,nm1662707,Thomas Lilti
1400,tt2891070,nm1662707,Thomas Lilti
1401,tt5078326,nm1662707,Thomas Lilti
1402,tt6690004,nm1662707,Thomas Lilti
1403,tt21358120,nm10189342,Anthony Adam
1404,tt21358820,nm1077862,Virginie Sauveur
1405,tt21431680,nm3423115,Florent Gouëlou
1406,tt21438594,nm5627015,Mohamed Hamidi
1407,tt2844994,nm5627015,Mohamed Hamidi
1408,tt4505208,nm5627015,Mohamed Hamidi
1409,tt7882250,nm5627015,Mohamed Hamidi
1410,tt9031048,nm5627015,Mohamed Hamidi
1411,tt2153905,nm0500977,Philippe Lellouche
1412,tt2311182,nm0500977,Philippe Lellouche
1413,tt21627730,nm1928581,Baya Kasmi
1414,tt4025194,nm1928581,Baya Kasmi
1415,tt21638298,nm0491259,Mélanie Laurent
1416,tt2165166,nm0220907,Dante Desarthe
1417,tt2179121,nm0478799,Alexandre de La Patellière
1418,tt9284430,nm0478799,Alexandre de La Patellière
1419,tt21810762,nm1170375,Laurent Bru
1420,tt21810762,nm3778278,Yannick Moulin
1421,tt21810762,nm12602445,Benoît Somville
1422,tt21828496,nm2806105,Ramzi Ben Sliman
1423,tt21877348,nm13976855,Jeanne Aslan
1424,tt21877348,nm1356408,Paul Saintillan
1425,tt21909950,nm5057444,Maïmouna Doucouré
1426,tt2191765,nm0724938,Jean-François Richet
1427,tt2194607,nm0488645,Estelle Larrivaz
1428,tt2197088,nm5099330,Vianney Lebasque
1429,tt8572922,nm5099330,Vianney Lebasque
1430,tt8826496,nm5099330,Vianney Lebasque
1431,tt2200144,nm0001929,Josiane Balasko
1432,tt2215395,nm0257991,Jérôme Enrico
1433,tt4428720,nm0257991,Jérôme Enrico
1434,tt22169328,nm11496454,Jérémie Levypon
1435,tt22180542,nm7349207,Timothée Hochet
1436,tt22180542,nm11617021,Lucas Pastor
1437,tt2229253,nm1870495,Namir Abdel Messeeh
1438,tt22352776,nm4922654,Julien Chheng
1439,tt22352776,nm0736643,Jean-Christophe Roger
1440,tt22360682,nm1120902,David Alaux
1441,tt6314690,nm1120902,David Alaux
1442,tt22360682,nm1119868,Eric Tosti
1443,tt8329148,nm1119868,Eric Tosti
1444,tt22360682,nm1119869,Jean-François Tosti
1445,tt2261749,nm0023517,Ruben Alves
1446,tt2271777,nm1310723,Marie-Castille Mention-Schaar
1447,tt3289126,nm1310723,Marie-Castille Mention-Schaar
1448,tt8228700,nm1310723,Marie-Castille Mention-Schaar
1449,tt2276095,nm0850366,Carine Tardieu
1450,tt5629340,nm0850366,Carine Tardieu
1451,tt2282849,nm4151736,Franck Gastambide
1452,tt4531694,nm4151736,Franck Gastambide
1453,tt7238392,nm4151736,Franck Gastambide
1454,tt22872766,nm6767387,Adib Alkhalidey
1455,tt22872766,nm8161834,Panayotis Pascot
1456,tt2315200,nm0302916,Guillaume Gallienne
1457,tt2321405,nm1957706,Claude Barras
1458,tt2330546,nm2277061,Jean-Marc Rudnicki
1459,tt2353989,nm4995533,Alexandre Villeret
1460,tt2354181,nm4996483,Anthony Marciano
1461,tt4032428,nm4996483,Anthony Marciano
1462,tt7998848,nm4996483,Anthony Marciano
1463,tt2359652,nm0262098,Anne-Marie Etienne
1464,tt2361110,nm1228287,Nicolas Mercier
1465,tt2375791,nm0007052,Nick Quinn
1466,tt23790924,nm4658431,Stéphan Castang
1467,tt23856264,nm6806275,Nathan Ambrosioni
1468,tt23867462,nm2361701,Frank Bellocq
1469,tt6960736,nm2361701,Frank Bellocq
1470,tt2390281,nm0613587,Stéphanie Murat
1471,tt2397487,nm5046332,Stéphane Viard
1472,tt2397489,nm0226386,Dieudonné
1473,tt2399499,nm1290937,Juliette Arnaud
1474,tt2399499,nm0962593,Corinne Puget
1475,tt2401912,nm1940197,Joel Franka
1476,tt2402577,nm1014409,Lionel Bailliu
1477,tt2416376,nm2796483,Ruben Amar
1478,tt2416376,nm4178963,Lola Bessis
1479,tt2418298,nm2032669,Philippe Appietto
1480,tt2418298,nm5294080,Nathalie Sauvegrain
1481,tt2420886,nm3372724,Reem Kherici
1482,tt6009140,nm3372724,Reem Kherici
1483,tt24330928,nm2176563,Booder
1484,tt24330928,nm8348573,Gaëlle Falzerana
1485,tt2435076,nm0726034,Patrick Ridremont
1486,tt25154176,nm11330663,Bastien Milheau
1487,tt2520516,nm1602507,Clément Michel
1488,tt2521724,nm5367831,Julien Abraham
1489,tt9351598,nm5367831,Julien Abraham
1490,tt2538654,nm0153265,Alexandre Charlot
1491,tt5666160,nm0153265,Alexandre Charlot
1492,tt2538654,nm0536251,Franck Magnier
1493,tt5666160,nm0536251,Franck Magnier
1494,tt2545186,nm3627727,Delphine de Vigan
1495,tt2593230,nm0030681,Sólveig Anspach
1496,tt4161564,nm0030681,Sólveig Anspach
1497,tt2602664,nm1272325,Martin Le Gall
1498,tt2609222,nm0851724,Bertrand Tavernier
1499,tt2630162,nm0603294,Gérard Mordillat
1500,tt2641648,nm0231319,Arielle Dombasle
1501,tt2664012,nm3320456,Shalimar Preuss
1502,tt2664838,nm2108768,Nicolas Castro
1503,tt2693702,nm0000419,Jean-Luc Godard
1504,tt2693702,nm0000425,Peter Greenaway
1505,tt2693702,nm0702477,Edgar Pêra
1506,tt2716554,nm0405578,Marion Hänsel
1507,tt2720966,nm5534380,Jay Oswald
1508,tt27502506,nm2668884,Elias Belkeddar
1509,tt2792346,nm2130235,Mona Achache
1510,tt2792348,nm0153456,Françoise Charpiat
1511,tt2795848,nm0758933,Jean-Paul Salomé
1512,tt9288726,nm0758933,Jean-Paul Salomé
1513,tt2800356,nm0694946,Manuel Pradal
1514,tt2811878,nm2287606,Yann Gonzalez
1515,tt2821648,nm0299677,René Féret
1516,tt2835546,nm0142674,Camille de Casabianca
1517,tt2836464,nm4082438,Samuel Rondière
1518,tt2846996,nm2630323,Justine Triet
1519,tt5078214,nm2630323,Justine Triet
1520,tt2855342,nm3196030,Ernesto Oña
1521,tt2916510,nm0740612,Axelle Ropert
1522,tt5078100,nm0740612,Axelle Ropert
1523,tt2922440,nm1085510,Benjamin Guedj
1524,tt2944140,nm4603696,Ambroise Carminati
1525,tt2979414,nm0698964,Frédéric Proust
1526,tt2994626,nm5743946,Yamini Lila Kumar
1527,tt3013588,nm0097785,Rose Bosch
1528,tt3041452,nm2463233,Antoine Blossier
1529,tt3077818,nm0227570,Isabelle Doval
1530,tt7474432,nm0227570,Isabelle Doval
1531,tt3114432,nm5870374,Fabrice Begotti
1532,tt3144600,nm2147000,Amelle Chahbi
1533,tt3169710,nm3431390,Vincent Mariette
1534,tt3194410,nm0064741,Xavier Beauvois
1535,tt3202098,nm5958788,Julien Neel
1536,tt3202392,nm0494558,Didier Le Pêcheur
1537,tt3202408,nm2176554,Manu Payet
1538,tt3204144,nm3619993,Thomas Cailley
1539,tt3223302,nm0415658,Olivier Jahan
1540,tt3229778,nm2292859,Hervé Freiburger
1541,tt3229778,nm2280143,Cédric Hachard
1542,tt3229778,nm2285780,Sébastien Milhou
1543,tt3324286,nm1126800,Stéphane Meunier
1544,tt3398868,nm0296828,Raphaël Frydman
1545,tt3407236,nm2324637,Xavier Seron
1546,tt9384150,nm2324637,Xavier Seron
1547,tt3422078,nm2903634,Christian Desmares
1548,tt3422078,nm1458457,Franck Ekinci
1549,tt3431806,nm1194101,Patric Chiha
1550,tt3433358,nm0380831,Jeanne Herry
1551,tt3454148,nm1802049,Doris Buttignol
1552,tt3454148,nm6342420,Carole Menduni
1553,tt3454148,nm2344309,Benjamin Nuel
1554,tt3519272,nm0746162,Jean-Paul Rouve
1555,tt7721550,nm0746162,Jean-Paul Rouve
1556,tt3577618,nm4452975,Julien de Volte
1557,tt3577618,nm5103997,Arnaud Tabarly
1558,tt3592172,nm1193701,Tristan Aurouet
1559,tt8572922,nm1193701,Tristan Aurouet
1560,tt3592176,nm0180462,Jérôme Cornuau
1561,tt3624624,nm0780999,Dorothée Sebbagh
1562,tt3636528,nm1167415,Thomas Salvador
1563,tt3686782,nm1917072,Frédéric Grousset
1564,tt3759416,nm3088151,Louis Clichy
1565,tt8001346,nm3088151,Louis Clichy
1566,tt3759416,nm1594248,Alexandre Astier
1567,tt8001346,nm1594248,Alexandre Astier
1568,tt9844322,nm1594248,Alexandre Astier
1569,tt3792960,nm0233757,Jaco Van Dormael
1570,tt3814316,nm0742323,Rudi Rosenberg
1571,tt3828466,nm2683602,Stéphane Demoustier
1572,tt7766144,nm2683602,Stéphane Demoustier
1573,tt3854802,nm5597428,Alice Philippon
1574,tt3854802,nm5597257,Rose Philippon
1575,tt3855834,nm2103509,Marie Belhomme
1576,tt3858372,nm3021000,Alexandre Heboyan
1577,tt3858372,nm1077663,Benoît Philippon
1578,tt3876560,nm3344222,Damien Manivel
1579,tt3905060,nm4084364,Benjamin Crotty
1580,tt3969522,nm1334644,Laurent Laffargue
1581,tt4023430,nm3603418,Ina Mihalache
1582,tt4032450,nm3367478,Alex Lutz
1583,tt7253216,nm3367478,Alex Lutz
1584,tt4035268,nm0958558,Andrzej Zulawski
1585,tt4040042,nm0522151,Olivier Loustau
1586,tt4058218,nm1199305,Anne Giafferi
1587,tt8214204,nm1199305,Anne Giafferi
1588,tt4075488,nm0347029,Guillaume Malandrin
1589,tt4075488,nm1166131,Stéphane Malandrin
1590,tt4080672,nm1113528,Martin Bourboulon
1591,tt5833730,nm1113528,Martin Bourboulon
1592,tt4161564,nm0300858,Jean-Luc Gaget
1593,tt4164350,nm0758161,Pierre-Henry Salfati
1594,tt4168470,nm1802173,Armel Hostiou
1595,tt4216890,nm4540217,Rachel Lang
1596,tt4250606,nm1457966,Farid Bentoumi
1597,tt4313608,nm4001962,Arthur Delaire
1598,tt4313608,nm4002493,Quentin Reynaud
1599,tt4384186,nm5602595,Paul Lefevre
1600,tt4386356,nm1175497,Cyril Gelblat
1601,tt8572922,nm1175497,Cyril Gelblat
1602,tt4400086,nm2119371,Sylvain Desclous
1603,tt4428714,nm4265813,Solange Cicurel
1604,tt4466864,nm2615804,Arthur Benzaquen
1605,tt4467176,nm0587791,Patrick Mille
1606,tt4576612,nm4765550,Orelsan
1607,tt4607228,nm2798580,Marie Madinier
1608,tt4621060,nm2277111,Christelle Lheureux
1609,tt4625516,nm6364081,Edouard Pluvieux
1610,tt4629028,nm5460063,Elliott Covrigaru
1611,tt4717402,nm0632722,Shôjirô Nishimi
1612,tt4717402,nm1640505,Guillaume Renard
1613,tt4725842,nm1618621,Olivier Afonso
1614,tt4741686,nm0077622,Marilou Berry
1615,tt8871394,nm0077622,Marilou Berry
1616,tt4741714,nm0331868,Igor Gotesman
1617,tt4783254,nm0529616,Pierre Léon
1618,tt4787478,nm0180444,Alan Corno
1619,tt4835472,nm0182669,Flavia Coste
1620,tt4838440,nm0802807,Florent-Emilio Siri
1621,tt4875774,nm2027544,Kostia Testut
1622,tt4875774,nm2021905,Paul Calori
1623,tt4877258,nm4502120,Lamine Diakite
1624,tt4937928,nm1201906,Antoine Barraud
1625,tt5037626,nm2345041,Eric Gravel
1626,tt5077538,nm0309996,Émile Gaudreault
1627,tt5078158,nm1291916,Diastème
1628,tt5078202,nm0037287,Adolfo Arrieta
1629,tt5080356,nm0169621,Michaël Cohen
1630,tt5096486,nm3362182,Maxime Motte
1631,tt5137222,nm0717959,Sophie Reine
1632,tt5148864,nm5361666,Raphaël Descraques
1633,tt5199486,nm3163047,Éric Capitaine
1634,tt5227512,nm2310548,Jean-Philippe Gaud
1635,tt5236110,nm3588664,Touria Benzari
1636,tt5263324,nm0408120,Denis Imbert
1637,tt5308364,nm2131687,Héctor Cabello Reyes
1638,tt8600414,nm2131687,Héctor Cabello Reyes
1639,tt5313906,nm1438228,Arthur de Pins
1640,tt5313906,nm4214224,Alexis Ducord
1641,tt5356260,nm0158903,Dominique Choisy
1642,tt5356292,nm1580737,Gérard Pautonnier
1643,tt5378294,nm1513041,Guilhem Amesland
1644,tt5488234,nm0537646,Maïté Maillé
1645,tt5515670,nm1367560,Levon Minasian
1646,tt5598100,nm2120560,Grand Corps Malade
1647,tt8783532,nm2120560,Grand Corps Malade
1648,tt5598160,nm4874872,Léonor Serraille
1649,tt5600326,nm5245171,Nawell Madani
1650,tt5636222,nm0007622,Sou Abadi
1651,tt5642856,nm3079666,Mamane
1652,tt5698638,nm1953429,Wissam Charaf
1653,tt5698748,nm6817500,Hugo P. Thomas
1654,tt5698748,nm6645350,Marielle Gautier
1655,tt5701120,nm0045574,Dominic Bachy
1656,tt5729818,nm0179576,Antony Cordier
1657,tt5765586,nm6339131,Rock Brenner
1658,tt5799362,nm0323885,Patrick Godeau
1659,tt5851904,nm1348707,Patrick Imbert
1660,tt5852632,nm0415207,Luc Jacquet
1661,tt5867796,nm2839098,Fabien Gorgeart
1662,tt5869404,nm2348224,Adrià García
1663,tt5876352,nm0816002,Jean-Michel Bensoussan
1664,tt5895782,nm1509908,Élise Girard
1665,tt5956234,nm4436702,Modi Barry
1666,tt5956234,nm1957956,Cédric Ido
1667,tt5986246,nm1309724,Anne-Gaëlle Daval
1668,tt6095616,nm1267707,Nicolas Bedos
1669,tt7972012,nm1267707,Nicolas Bedos
1670,tt9172422,nm1267707,Nicolas Bedos
1671,tt6096948,nm1763490,Julien Hallard
1672,tt6194540,nm1768202,Teddy Lussi-Modeste
1673,tt6194704,nm2644285,Virginie Verrier
1674,tt6230134,nm3897310,Neïl Beloufa
1675,tt6268152,nm4772724,Coline Assous
1676,tt6268152,nm5784082,Virginie Schwartz
1677,tt6286668,nm0371891,Serge Hazanavicius
1678,tt6290418,nm0044310,Myriam Aziza
1679,tt6314766,nm3380955,Arnaud Bouron
1680,tt6314766,nm3469450,Antoon Krings
1681,tt6340640,nm1252362,Bertrand Mandico
1682,tt6386684,nm0221711,Antoine Desrosières
1683,tt6423776,nm0219136,Claire Denis
1684,tt6441072,nm1573797,Océan
1685,tt6441072,nm2290205,Cyprien Vial
1686,tt6445408,nm3930347,Olivier Casas
1687,tt6451260,nm0029762,Cédric Anger
1688,tt6481478,nm1201869,Olivier Ayache-Vidal
1689,tt6545028,nm2303069,Mikael Buch
1690,tt6556552,nm0858061,Sébastien Thiery
1691,tt6659876,nm3688112,Charles Guérin Surville
1692,tt6777422,nm0148996,Pascal Cervo
1693,tt6820184,nm0000521,Sophie Marceau
1694,tt6832138,nm1132447,Julien Hervé
1695,tt6832138,nm2382268,Philippe Mechelen
1696,tt6857988,nm0693844,Eléonore Pourriat
1697,tt6892462,nm0310615,Romain Gavras
1698,tt6913168,nm0098953,Rachid Bouchareb
1699,tt6948326,nm3305283,Julie Gali
1700,tt7005962,nm0494426,Christophe Le Masne
1701,tt7027092,nm1164755,Xavier Gens
1702,tt7028250,nm2295945,Maryam Goormaghtigh
1703,tt7029854,nm2561131,Tony T. Datis
1704,tt7110510,nm9113892,Léa Frédeval
1705,tt7126114,nm5121215,Loïc Paillard
1706,tt7195416,nm1266087,François-Régis Jeanne
1707,tt7201846,nm1119022,Alexis Michalik
1708,tt7205316,nm0480831,Axelle Laffont
1709,tt7241074,nm2963897,Mathieu Sapin
1710,tt7296782,nm0320784,Hélène Giraud
1711,tt7296782,nm0843604,Thomas Szabo
1712,tt7388274,nm4409981,Jonathan Desoindre
1713,tt7388274,nm9484834,Ella Kowalska
1714,tt7397338,nm2439357,Claire Burger
1715,tt7417994,nm0528969,Philippe Lyon
1716,tt7451234,nm0765532,Marion Sarraut
1717,tt7458798,nm1602696,Lucas Bernard
1718,tt7491128,nm6872947,Victor Saint Macary
1719,tt7501966,nm3930693,Marie-Sophie Chambon
1720,tt7517232,nm0885857,Didier Van Cauwelaert
1721,tt7533956,nm3590879,Emmanuel Gillibert
1722,tt7534150,nm9279546,Patrick Cassir
1723,tt7543888,nm5675952,Carmen Alessandrin
1724,tt7543914,nm0594956,Félix Moati
1725,tt7654880,nm1615914,José Alcala
1726,tt7661518,nm6788051,Maxime Roy
1727,tt7684416,nm1633547,Cheng-Chui Kuo
1728,tt7769530,nm0140641,Eric Carrière
1729,tt9169966,nm0140641,Eric Carrière
1730,tt7769530,nm0320033,Francis Ginibre
1731,tt9169966,nm0320033,Francis Ginibre
1732,tt7831674,nm4135794,Pierre Godeau
1733,tt8020648,nm1525639,Joséphine de Meaux
1734,tt8028842,nm0412247,Guillaume Ivernel
1735,tt8028842,nm9640880,Zhiyi Zhang
1736,tt8058904,nm0323886,Philippe Godeau
1737,tt8080196,nm0434806,Cédric Kahn
1738,tt8323120,nm0466153,Kore-eda Hirokazu
1739,tt8334144,nm0530031,Bruno López
1740,tt8334144,nm0896612,Emmanuel Vieilly
1741,tt8338930,nm0219229,Michel Denisot
1742,tt8398768,nm1460782,François Damiens
1743,tt8399088,nm0208022,Xavier de Choudens
1744,tt8409924,nm0224780,David Diane
